epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall
1,0.3858554202318192,0.37158079028129576,0.5220191907882691,0.35506916403770444,0.5225392651557922,0.5546673631668091
2,0.3450413492321968,0.3769059753417969,0.5505807018280029,0.3822109735012054,0.4897095990180969,0.6705023097991943
3,0.32383590549230573,0.36367700338363645,0.559940071105957,0.3914260149002075,0.5130317711830139,0.6457887244224548
4,0.3192927043139935,0.3821081817150116,0.5499952352046966,0.3819610333442688,0.47353384137153626,0.6908481764793396
5,0.3158132077753544,0.3935792499780655,0.12874953024089336,0.07024751052260399,0.7374525606632233,0.07129717774689198
6,0.3134010584652424,0.3472594785690308,0.5828527140617371,0.4158290684223175,0.5377273416519165,0.6600440216064453
7,0.3077242986857891,0.347287027835846,0.2926852059364319,0.17530131876468658,0.7317777967453003,0.18672702014446257
8,0.3194754232466221,0.32312737703323363,0.5418123197555542,0.3771117472648621,0.6586513996124268,0.47350311994552613
9,0.3047765025496483,0.306777024269104,0.5488414072990417,0.3864468717575073,0.7369013524055481,0.4489161992073059
10,0.28909356728196145,0.3132216572761536,0.4732131743431091,0.3156042730808258,0.7629495549201966,0.34936280727386476
11,0.2782711373269558,0.30870571732521057,0.5220105123519897,0.36170313000679016,0.7079752135276794,0.42434293746948243
12,0.26813573330640794,0.30734055399894716,0.6080422043800354,0.44032946944236756,0.640885419845581,0.6000984609127045
13,0.26291471898555757,0.2867634665966034,0.5622584366798401,0.4001364040374756,0.7828543710708619,0.4577065455913544
14,0.2542905230820179,0.30883042931556703,0.6050242757797242,0.4393723297119141,0.625489399433136,0.6171849989891052
15,0.2501280573010445,0.2796896642446518,0.6507074773311615,0.48641717314720156,0.6719818580150604,0.6479441666603089
16,0.24080388203263284,0.274066207408905,0.589117089509964,0.42426584601402284,0.8085774779319763,0.4820941150188446
17,0.2350740221142769,0.26870868682861326,0.6465030264854431,0.4828086233139038,0.7593366074562072,0.5775269150733948
18,0.2239706340432167,0.26530778348445894,0.6693169140815735,0.5088019609451294,0.7894352531433105,0.5936874556541443
19,0.22293603375554086,0.2546139633655548,0.6773818325996399,0.5177174210548401,0.766986005306244,0.6221518778800964
20,0.21906860113143922,0.36962555289268495,0.2045701861381531,0.11584829270839692,0.9686800074577332,0.11646541327238083
21,0.2128596419095993,0.2675790905952454,0.6115761518478393,0.4487558048963547,0.8602733373641968,0.4885227859020233
22,0.20234934285283088,0.3072904849052429,0.6832839512825012,0.5244252502918243,0.586935693025589,0.8382275819778442
23,0.1948383294045925,0.2523645931482315,0.6439901423454285,0.4828477680683136,0.8231251120567322,0.5501047837734222
24,0.18180426418781281,0.24008880019187928,0.7063282608985901,0.5499749934673309,0.7860322856903076,0.6650992417335511
25,0.18360474199056626,0.2716198015213013,0.5756704342365265,0.4108360981941223,0.8847013330459594,0.4381184315681457
26,0.17307242035865783,0.25568914592266084,0.6144548165798187,0.45295470595359805,0.9152381491661071,0.478621244430542
27,0.16541381664574145,0.24318480968475342,0.6708404707908631,0.5109284734725952,0.8727367448806763,0.5604910111427307
28,0.16461548939347267,0.2268393713235855,0.7344549679756165,0.5843656587600708,0.7912565422058105,0.7021405005455017
29,0.14681613229215146,0.23514061778783799,0.7408173537254333,0.5947130465507507,0.853226408958435,0.6700602316856384
30,0.14506897389888762,0.24629591464996337,0.7449666595458985,0.5972447562217712,0.7047800230979919,0.8062007689476013
31,0.13603855192661285,0.23854199707508086,0.7033647871017457,0.5480464100837708,0.839512939453125,0.6196588206291199
32,0.12769095692783594,0.21867978662252427,0.7587935614585877,0.6157128500938416,0.7874848866462707,0.7502165222167969
33,0.11959657832980156,0.21685870081186295,0.7563444066047669,0.6138532257080078,0.8556483292579651,0.6932195615768433
34,0.1058096979930997,0.253338520526886,0.7359773373603821,0.5856122207641602,0.8065742492675781,0.6944297099113464
35,0.10642414946109056,0.2864659821987152,0.6979468178749084,0.5422376275062561,0.9179533386230468,0.578633918762207
36,0.08367930755019187,0.23504861444234848,0.7616555690765381,0.6173054718971253,0.7966006970405579,0.7493850111961364
37,0.08044109877198935,0.25152459621429446,0.756132698059082,0.6127505922317504,0.8432184410095215,0.7042187571525573
38,0.07467511467635632,0.2435513687133789,0.7709118485450744,0.6316276240348816,0.826885347366333,0.739271810054779
39,0.06507203094661236,0.27366984575986864,0.7441422891616821,0.5976925921440125,0.8527369260787964,0.6807881116867065
40,0.05973177084699273,0.255731885433197,0.7594490051269531,0.6164531230926513,0.790500168800354,0.7466425275802613
41,0.05838691797107458,0.2950092187523842,0.7453955817222595,0.6019692087173462,0.867060375213623,0.674759213924408
42,0.047847396917641165,0.28448799341917036,0.7646517968177795,0.6224472880363464,0.8043697476387024,0.7472664499282837
43,0.06605057997629046,0.28038328886032104,0.7729634046554565,0.6368312287330627,0.8724397587776184,0.7122973084449769
44,0.04389608548954129,0.2804052364826202,0.757316906452179,0.6146761178970337,0.8399261665344239,0.7063546109199524
45,0.03931795591488481,0.266588117480278,0.7726542520523071,0.634089241027832,0.8271844696998596,0.7411586880683899
46,0.03026793400757015,0.32348889738321307,0.7635179996490479,0.623811640739441,0.8809586524963379,0.6938166332244873
